id	taxonID	identifier	parentNameUsageID	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	modified	scientificName	taxonRank	references
47179	https://www.inaturalist.org/taxa/47179	https://www.inaturalist.org/taxa/47179	https://www.inaturalist.org/taxa/571287	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	NA	NA	2020-09-14T19:58:27Z	Arctostaphylos	genus	http://www.catalogueoflife.org/browse_taxa.php?selected_taxon=58162
48023	https://www.inaturalist.org/taxa/48023	https://www.inaturalist.org/taxa/48023	https://www.inaturalist.org/taxa/47179	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	auriculata	NA	2021-04-27T20:45:05Z	Arctostaphylos auriculata	species	http://ucjeps.berkeley.edu/interchange.html
48345	https://www.inaturalist.org/taxa/48345	https://www.inaturalist.org/taxa/48345	https://www.inaturalist.org/taxa/919967	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaylussacia	NA	NA	2021-01-23T11:01:56Z	Gaylussacia	genus	http://www.ubio.org/browser/details.php?namebankID=452057
48346	https://www.inaturalist.org/taxa/48346	https://www.inaturalist.org/taxa/48346	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	×	NA	2019-03-13T07:43:39Z	Vaccinium × atlanticum	hybrid	http://www.ubio.org/browser/details.php?namebankID=476410
48347	https://www.inaturalist.org/taxa/48347	https://www.inaturalist.org/taxa/48347	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	membranaceum	NA	2019-11-23T04:31:24Z	Vaccinium membranaceum	species	http://www.ubio.org/browser/details.php?namebankID=452005
48348	https://www.inaturalist.org/taxa/48348	https://www.inaturalist.org/taxa/48348	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	deliciosum	NA	2019-11-23T04:31:22Z	Vaccinium deliciosum	species	http://www.ubio.org/browser/details.php?namebankID=451997
48349	https://www.inaturalist.org/taxa/48349	https://www.inaturalist.org/taxa/48349	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	ovatum	NA	2019-12-28T20:33:10Z	Vaccinium ovatum	species	http://www.ubio.org/browser/details.php?namebankID=2649131
48350	https://www.inaturalist.org/taxa/48350	https://www.inaturalist.org/taxa/48350	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	×	NA	2021-02-22T20:39:36Z	Vaccinium × carolinianum	hybrid	http://www.ubio.org/browser/details.php?namebankID=476411
48351	https://www.inaturalist.org/taxa/48351	https://www.inaturalist.org/taxa/48351	https://www.inaturalist.org/taxa/48345	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaylussacia	nana	NA	2019-02-16T15:13:22Z	Gaylussacia nana	species	http://www.ubio.org/browser/details.php?namebankID=452063
48353	https://www.inaturalist.org/taxa/48353	https://www.inaturalist.org/taxa/48353	https://www.inaturalist.org/taxa/919967	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	NA	NA	2019-11-22T22:59:41Z	Vaccinium	genus	http://www.ubio.org/browser/details.php?namebankID=451984
48354	https://www.inaturalist.org/taxa/48354	https://www.inaturalist.org/taxa/48354	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	parvifolium	NA	2019-11-23T04:31:25Z	Vaccinium parvifolium	species	http://www.catalogueoflife.org/show_species_details.php?record_id=969818
48441	https://www.inaturalist.org/taxa/48441	https://www.inaturalist.org/taxa/48441	https://www.inaturalist.org/taxa/48442	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	shallon	NA	2019-11-23T08:17:12Z	Gaultheria shallon	species	http://www.catalogueoflife.org/show_species_details.php?record_id=967900
48442	https://www.inaturalist.org/taxa/48442	https://www.inaturalist.org/taxa/48442	https://www.inaturalist.org/taxa/918346	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	NA	NA	2020-02-09T06:18:08Z	Gaultheria	genus	http://www.catalogueoflife.org/browse_taxa.php?selected_taxon=101025
49397	https://www.inaturalist.org/taxa/49397	https://www.inaturalist.org/taxa/49397	https://www.inaturalist.org/taxa/49398	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Kalmia	latifolia	NA	2020-05-26T17:18:00Z	Kalmia latifolia	species	http://www.catalogueoflife.org/annual-checklist/2008/show_species_details.php?record_id=987266
49398	https://www.inaturalist.org/taxa/49398	https://www.inaturalist.org/taxa/49398	https://www.inaturalist.org/taxa/920524	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Kalmia	NA	NA	2020-01-29T23:49:56Z	Kalmia	genus	http://www.catalogueoflife.org/annual-checklist/2008/browse_taxa.php?selected_taxon=90333
49472	https://www.inaturalist.org/taxa/49472	https://www.inaturalist.org/taxa/49472	https://www.inaturalist.org/taxa/49474	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Sarcodes	sanguinea	NA	2021-06-11T22:13:06Z	Sarcodes sanguinea	species	http://www.catalogueoflife.org/annual-checklist/2008/show_species_details.php?record_id=853352
49474	https://www.inaturalist.org/taxa/49474	https://www.inaturalist.org/taxa/49474	https://www.inaturalist.org/taxa/451956	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Sarcodes	NA	NA	2019-06-18T00:54:45Z	Sarcodes	genus	http://www.catalogueoflife.org/annual-checklist/2008/browse_taxa.php?selected_taxon=89917
49477	https://www.inaturalist.org/taxa/49477	https://www.inaturalist.org/taxa/49477	https://www.inaturalist.org/taxa/49478	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Monotropa	uniflora	NA	2020-05-16T02:44:29Z	Monotropa uniflora	species	http://www.catalogueoflife.org/annual-checklist/2008/show_species_details.php?record_id=969705
49478	https://www.inaturalist.org/taxa/49478	https://www.inaturalist.org/taxa/49478	https://www.inaturalist.org/taxa/451956	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Monotropa	NA	NA	2020-02-09T07:18:23Z	Monotropa	genus	http://www.catalogueoflife.org/annual-checklist/2008/browse_taxa.php?selected_taxon=90094
49486	https://www.inaturalist.org/taxa/49486	https://www.inaturalist.org/taxa/49486	https://www.inaturalist.org/taxa/1459471	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	catawbiense	NA	2023-03-23T23:37:40Z	Rhododendron catawbiense	species	http://www.catalogueoflife.org/annual-checklist/2008/show_species_details.php?record_id=973424
49487	https://www.inaturalist.org/taxa/49487	https://www.inaturalist.org/taxa/49487	https://www.inaturalist.org/taxa/920521	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	NA	NA	2020-02-08T14:11:42Z	Rhododendron	genus	http://www.catalogueoflife.org/annual-checklist/2008/browse_taxa.php?selected_taxon=58504
49705	https://www.inaturalist.org/taxa/49705	https://www.inaturalist.org/taxa/49705	https://www.inaturalist.org/taxa/49706	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pieris	floribunda	NA	2019-11-24T01:51:46Z	Pieris floribunda	species	http://www.catalogueoflife.org/annual-checklist/2008/show_species_details.php?record_id=969109
49706	https://www.inaturalist.org/taxa/49706	https://www.inaturalist.org/taxa/49706	https://www.inaturalist.org/taxa/919965	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pieris	NA	NA	2019-11-24T01:51:45Z	Pieris	genus	http://www.catalogueoflife.org/annual-checklist/2008/browse_taxa.php?selected_taxon=90089
49822	https://www.inaturalist.org/taxa/49822	https://www.inaturalist.org/taxa/49822	https://www.inaturalist.org/taxa/1459455	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	periclymenoides	NA	2023-03-23T13:05:10Z	Rhododendron periclymenoides	species	http://www.catalogueoflife.org/annual-checklist/2008/show_species_details.php?record_id=987267
49828	https://www.inaturalist.org/taxa/49828	https://www.inaturalist.org/taxa/49828	https://www.inaturalist.org/taxa/1459455	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	alabamense	NA	2023-03-23T12:52:45Z	Rhododendron alabamense	species	http://www.ubio.org/browser/details.php?namebankID=452094
49831	https://www.inaturalist.org/taxa/49831	https://www.inaturalist.org/taxa/49831	https://www.inaturalist.org/taxa/1459455	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	arborescens	NA	2023-03-23T12:58:27Z	Rhododendron arborescens	species	http://www.ubio.org/browser/details.php?namebankID=452096
49834	https://www.inaturalist.org/taxa/49834	https://www.inaturalist.org/taxa/49834	https://www.inaturalist.org/taxa/1459455	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	atlanticum	NA	2023-03-23T12:58:13Z	Rhododendron atlanticum	species	http://www.ubio.org/browser/details.php?namebankID=452097
51046	https://www.inaturalist.org/taxa/51046	https://www.inaturalist.org/taxa/51046	https://www.inaturalist.org/taxa/51047	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	menziesii	NA	2020-10-17T16:49:49Z	Arbutus menziesii	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=938286
51047	https://www.inaturalist.org/taxa/51047	https://www.inaturalist.org/taxa/51047	https://www.inaturalist.org/taxa/571287	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	NA	NA	2020-10-29T19:53:46Z	Arbutus	genus	http://www.catalogueoflife.org/annual-checklist/2009/browse_taxa.php?selected_taxon=96061
52117	https://www.inaturalist.org/taxa/52117	https://www.inaturalist.org/taxa/52117	https://www.inaturalist.org/taxa/451956	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pterospora	NA	NA	2020-04-06T00:40:54Z	Pterospora	genus	http://www.catalogueoflife.org/annual-checklist/2009/browse_taxa.php?selected_taxon=96244
52118	https://www.inaturalist.org/taxa/52118	https://www.inaturalist.org/taxa/52118	https://www.inaturalist.org/taxa/52117	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pterospora	andromedea	NA	2020-01-09T23:19:06Z	Pterospora andromedea	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=940057
52131	https://www.inaturalist.org/taxa/52131	https://www.inaturalist.org/taxa/52131	https://www.inaturalist.org/taxa/52132	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Phyllodoce	breweri	NA	2023-07-17T00:02:27Z	Phyllodoce breweri	species	http://ucjeps.berkeley.edu/interchange.html
52132	https://www.inaturalist.org/taxa/52132	https://www.inaturalist.org/taxa/52132	https://www.inaturalist.org/taxa/920524	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Phyllodoce	NA	NA	2021-03-02T04:18:20Z	Phyllodoce	genus	http://www.catalogueoflife.org/annual-checklist/2009/browse_taxa.php?selected_taxon=84800
52739	https://www.inaturalist.org/taxa/52739	https://www.inaturalist.org/taxa/52739	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	fuscatum	NA	2020-02-09T07:38:59Z	Vaccinium fuscatum	species	http://www.ubio.org/browser/details.php?namebankID=452000
52740	https://www.inaturalist.org/taxa/52740	https://www.inaturalist.org/taxa/52740	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	corymbosum	NA	2020-02-09T07:37:47Z	Vaccinium corymbosum	species	http://www.ubio.org/browser/details.php?namebankID=451985
52741	https://www.inaturalist.org/taxa/52741	https://www.inaturalist.org/taxa/52741	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	myrtilloides	NA	2019-10-10T09:57:21Z	Vaccinium myrtilloides	species	http://www.ubio.org/browser/details.php?namebankID=452008
52742	https://www.inaturalist.org/taxa/52742	https://www.inaturalist.org/taxa/52742	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	virgatum	NA	2020-02-09T07:37:47Z	Vaccinium virgatum	species	http://www.ubio.org/browser/details.php?namebankID=476417
53041	https://www.inaturalist.org/taxa/53041	https://www.inaturalist.org/taxa/53041	https://www.inaturalist.org/taxa/49398	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Kalmia	angustifolia	NA	2020-02-09T07:45:26Z	Kalmia angustifolia	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=824333
53353	https://www.inaturalist.org/taxa/53353	https://www.inaturalist.org/taxa/53353	https://www.inaturalist.org/taxa/47179	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	glandulosa	NA	2020-01-03T20:05:59Z	Arctostaphylos glandulosa	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=940278
53354	https://www.inaturalist.org/taxa/53354	https://www.inaturalist.org/taxa/53354	https://www.inaturalist.org/taxa/53353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	glandulosa	glandulosa	2021-12-03T04:10:01Z	Arctostaphylos glandulosa glandulosa	subspecies	http://www.ubio.org/browser/details.php?namebankID=2663838
53355	https://www.inaturalist.org/taxa/53355	https://www.inaturalist.org/taxa/53355	https://www.inaturalist.org/taxa/47179	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	pallida	NA	2020-02-09T23:46:38Z	Arctostaphylos pallida	species	http://ucjeps.berkeley.edu/interchange.html
53377	https://www.inaturalist.org/taxa/53377	https://www.inaturalist.org/taxa/53377	https://www.inaturalist.org/taxa/53353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	glandulosa	mollis	2019-02-16T07:41:41Z	Arctostaphylos glandulosa mollis	subspecies	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=2105423
53380	https://www.inaturalist.org/taxa/53380	https://www.inaturalist.org/taxa/53380	https://www.inaturalist.org/taxa/47179	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	tomentosa	NA	2020-02-17T04:54:14Z	Arctostaphylos tomentosa	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=955932
53382	https://www.inaturalist.org/taxa/53382	https://www.inaturalist.org/taxa/53382	https://www.inaturalist.org/taxa/53380	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	tomentosa	bracteosa	2019-02-16T07:42:47Z	Arctostaphylos tomentosa bracteosa	subspecies	http://ucjeps.berkeley.edu/interchange.html
53384	https://www.inaturalist.org/taxa/53384	https://www.inaturalist.org/taxa/53384	https://www.inaturalist.org/taxa/53380	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	tomentosa	tomentosa	2021-12-03T04:05:21Z	Arctostaphylos tomentosa tomentosa	subspecies	http://ucjeps.berkeley.edu/interchange.html
53460	https://www.inaturalist.org/taxa/53460	https://www.inaturalist.org/taxa/53460	https://www.inaturalist.org/taxa/48442	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	hispidula	NA	2022-04-22T17:35:30Z	Gaultheria hispidula	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=938268
54663	https://www.inaturalist.org/taxa/54663	https://www.inaturalist.org/taxa/54663	https://www.inaturalist.org/taxa/54664	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Hemitomes	congestum	NA	2019-02-16T16:22:07Z	Hemitomes congestum	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=942572
54664	https://www.inaturalist.org/taxa/54664	https://www.inaturalist.org/taxa/54664	https://www.inaturalist.org/taxa/451956	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Hemitomes	NA	NA	2019-02-16T16:22:06Z	Hemitomes	genus	http://www.catalogueoflife.org/annual-checklist/2009/browse_taxa.php?selected_taxon=96463
54993	https://www.inaturalist.org/taxa/54993	https://www.inaturalist.org/taxa/54993	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	dentatum	NA	2019-02-15T20:23:48Z	Vaccinium dentatum	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=940142
55133	https://www.inaturalist.org/taxa/55133	https://www.inaturalist.org/taxa/55133	https://www.inaturalist.org/taxa/47179	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	glauca	NA	2019-07-10T18:38:44Z	Arctostaphylos glauca	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=942420
55134	https://www.inaturalist.org/taxa/55134	https://www.inaturalist.org/taxa/55134	https://www.inaturalist.org/taxa/55137	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	manzanita	glaucescens	2019-02-16T07:41:58Z	Arctostaphylos manzanita glaucescens	subspecies	http://ucjeps.berkeley.edu/interchange.html
55135	https://www.inaturalist.org/taxa/55135	https://www.inaturalist.org/taxa/55135	https://www.inaturalist.org/taxa/47179	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	viscida	NA	2019-02-16T07:42:53Z	Arctostaphylos viscida	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=940168
55136	https://www.inaturalist.org/taxa/55136	https://www.inaturalist.org/taxa/55136	https://www.inaturalist.org/taxa/55137	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	manzanita	manzanita	2021-12-03T02:56:38Z	Arctostaphylos manzanita manzanita	subspecies	http://ucjeps.berkeley.edu/interchange.html
55137	https://www.inaturalist.org/taxa/55137	https://www.inaturalist.org/taxa/55137	https://www.inaturalist.org/taxa/47179	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	manzanita	NA	2019-02-16T07:41:55Z	Arctostaphylos manzanita	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=944722
55775	https://www.inaturalist.org/taxa/55775	https://www.inaturalist.org/taxa/55775	https://www.inaturalist.org/taxa/711824	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	cinerea	NA	2022-05-23T19:15:25Z	Erica cinerea	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=713187
55776	https://www.inaturalist.org/taxa/55776	https://www.inaturalist.org/taxa/55776	https://www.inaturalist.org/taxa/920523	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	NA	NA	2022-09-29T22:41:20Z	Erica	genus	http://www.catalogueoflife.org/annual-checklist/2009/browse_taxa.php?selected_taxon=83811
55777	https://www.inaturalist.org/taxa/55777	https://www.inaturalist.org/taxa/55777	https://www.inaturalist.org/taxa/711824	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	vagans	NA	2021-12-15T15:27:17Z	Erica vagans	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=713190
56232	https://www.inaturalist.org/taxa/56232	https://www.inaturalist.org/taxa/56232	https://www.inaturalist.org/taxa/1459455	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	canescens	NA	2023-03-23T12:56:55Z	Rhododendron canescens	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=713241
56306	https://www.inaturalist.org/taxa/56306	https://www.inaturalist.org/taxa/56306	https://www.inaturalist.org/taxa/711824	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	carnea	NA	2022-08-24T19:02:29Z	Erica carnea	species	http://www.ubio.org/browser/details.php?namebankID=1672233
56308	https://www.inaturalist.org/taxa/56308	https://www.inaturalist.org/taxa/56308	https://www.inaturalist.org/taxa/56306	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	carnea	occidentalis	2012-02-03T03:27:00Z	Erica carnea occidentalis	variety	http://www.ubio.org/browser/details.php?namebankID=9116179
56312	https://www.inaturalist.org/taxa/56312	https://www.inaturalist.org/taxa/56312	https://www.inaturalist.org/taxa/48353	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	vitis-idaea	NA	2020-06-01T08:41:07Z	Vaccinium vitis-idaea	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=734974
57033	https://www.inaturalist.org/taxa/57033	https://www.inaturalist.org/taxa/57033	https://www.inaturalist.org/taxa/47179	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	regismontana	NA	2019-02-16T07:42:38Z	Arctostaphylos regismontana	species	http://ucjeps.berkeley.edu/interchange.html
57360	https://www.inaturalist.org/taxa/57360	https://www.inaturalist.org/taxa/57360	https://www.inaturalist.org/taxa/1459471	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	macrophyllum	NA	2023-04-19T01:34:04Z	Rhododendron macrophyllum	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=713249
58892	https://www.inaturalist.org/taxa/58892	https://www.inaturalist.org/taxa/58892	https://www.inaturalist.org/taxa/47179	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	pungens	NA	2019-02-16T07:42:34Z	Arctostaphylos pungens	species	http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=713075
59926	https://www.inaturalist.org/taxa/59926	https://www.inaturalist.org/taxa/59926	https://www.inaturalist.org/taxa/59950	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Epacris	impressa	NA	2021-07-10T03:43:17Z	Epacris impressa	species	http://www.ubio.org/browser/details.php?namebankID=5834870
59950	https://www.inaturalist.org/taxa/59950	https://www.inaturalist.org/taxa/59950	https://www.inaturalist.org/taxa/918514	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Epacris	NA	NA	2020-02-09T06:58:40Z	Epacris	genus	http://www.ubio.org/browser/details.php?namebankID=1778402
59951	https://www.inaturalist.org/taxa/59951	https://www.inaturalist.org/taxa/59951	https://www.inaturalist.org/taxa/59950	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Epacris	alpina	NA	2019-02-18T03:33:54Z	Epacris alpina	species	http://www.ubio.org/browser/details.php?namebankID=8836330
59984	https://www.inaturalist.org/taxa/59984	https://www.inaturalist.org/taxa/59984	https://www.inaturalist.org/taxa/59986	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Monotropa	hypopitys	hypopitys	2013-11-09T18:17:40Z	Monotropa hypopitys hypopitys	subspecies	http://www.ubio.org/browser/details.php?namebankID=9491862
59986	https://www.inaturalist.org/taxa/59986	https://www.inaturalist.org/taxa/59986	https://www.inaturalist.org/taxa/49478	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Monotropa	hypopitys	NA	2021-05-16T22:06:24Z	Monotropa hypopitys	species	http://www.ubio.org/browser/details.php?namebankID=5429850
59988	https://www.inaturalist.org/taxa/59988	https://www.inaturalist.org/taxa/59988	https://www.inaturalist.org/taxa/59986	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Monotropa	hypopitys	lanuginosa	2012-02-03T05:29:01Z	Monotropa hypopitys lanuginosa	subspecies	http://www.ubio.org/browser/details.php?namebankID=9490715
60364	https://www.inaturalist.org/taxa/60364	https://www.inaturalist.org/taxa/60364	https://www.inaturalist.org/taxa/1459471	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	ponticum	NA	2023-03-23T23:43:30Z	Rhododendron ponticum	species	http://www.ubio.org/browser/details.php?namebankID=5852562
60365	https://www.inaturalist.org/taxa/60365	https://www.inaturalist.org/taxa/60365	https://www.inaturalist.org/taxa/60364	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	ponticum	ponticum	2021-12-03T02:51:47Z	Rhododendron ponticum ponticum	subspecies	http://www.ubio.org/browser/details.php?namebankID=5935721
60366	https://www.inaturalist.org/taxa/60366	https://www.inaturalist.org/taxa/60366	https://www.inaturalist.org/taxa/60364	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	ponticum	baeticum	2022-02-16T01:09:28Z	Rhododendron ponticum baeticum	subspecies	http://www.ubio.org/browser/details.php?namebankID=5935719
60367	https://www.inaturalist.org/taxa/60367	https://www.inaturalist.org/taxa/60367	https://www.inaturalist.org/taxa/60369	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	americana	NA	2019-02-15T18:33:59Z	Pyrola americana	species	http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/7052264
60369	https://www.inaturalist.org/taxa/60369	https://www.inaturalist.org/taxa/60369	https://www.inaturalist.org/taxa/451956	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	NA	NA	2020-11-15T21:46:10Z	Pyrola	genus	http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2320760
60370	https://www.inaturalist.org/taxa/60370	https://www.inaturalist.org/taxa/60370	https://www.inaturalist.org/taxa/78793	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	asarifolia	asarifolia	2021-12-03T03:53:58Z	Pyrola asarifolia asarifolia	subspecies	http://www.ubio.org/browser/details.php?namebankID=480055
60374	https://www.inaturalist.org/taxa/60374	https://www.inaturalist.org/taxa/60374	https://www.inaturalist.org/taxa/60369	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	rotundifolia	NA	2019-06-27T21:12:25Z	Pyrola rotundifolia	species	http://www.ubio.org/browser/details.php?namebankID=2770424
60375	https://www.inaturalist.org/taxa/60375	https://www.inaturalist.org/taxa/60375	https://www.inaturalist.org/taxa/60374	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	rotundifolia	rotundifolia	2021-12-03T03:11:17Z	Pyrola rotundifolia rotundifolia	subspecies	http://www.ubio.org/browser/details.php?namebankID=5939449
60376	https://www.inaturalist.org/taxa/60376	https://www.inaturalist.org/taxa/60376	https://www.inaturalist.org/taxa/60377	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Moneses	uniflora	NA	2023-06-17T06:40:30Z	Moneses uniflora	species	http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/7051690
60377	https://www.inaturalist.org/taxa/60377	https://www.inaturalist.org/taxa/60377	https://www.inaturalist.org/taxa/451956	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Moneses	NA	NA	2020-04-06T00:36:42Z	Moneses	genus	http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2314055
60527	https://www.inaturalist.org/taxa/60527	https://www.inaturalist.org/taxa/60527	https://www.inaturalist.org/taxa/1459455	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	occidentale	NA	2023-03-23T13:01:22Z	Rhododendron occidentale	species	http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/7041417
